pure_text,orginial_text,len,label
I have these on my campus  .   They’re actually really cute and take their sweet time making sure it’s safe before crossing intersections  .   Sometimes the crossing guards have to stop the traffic to let them cross,"['i', 'have', 'these', 'on', 'my', 'campus', 'they', 're', 'actually', 'really', 'cute', 'and', 'take', 'their', 'sweet', 'time', 'making', 'sure', 'it', 's', 'safe', 'before', 'crossing', 'intersections', 'sometimes', 'the', 'crossing', 'guards', 'have', 'to', 'stop', 'the', 'traffic', 'to', 'let', 'them', 'cross']",37,1
Bruh you serious it’s a fucking train over some lifeless robot I feel more sorry for the people that won’t get their food,"['bruh', 'you', 'serious', 'it', 's', 'a', 'fucking', 'train', 'over', 'some', 'lifeless', 'robot', 'i', 'feel', 'more', 'sorry', 'for', 'the', 'people', 'that', 'won', 't', 'get', 'their', 'food']",25,2
its like porch pirates can just take the whole blocks packages in 1 take  .   fantastic  .   This has to be a joke? People cannot be this naive  .  ,"['its', 'like', 'porch', 'pirates', 'can', 'just', 'take', 'the', 'whole', 'blocks', 'packages', 'in', 'take', 'fantastic', 'this', 'has', 'to', 'be', 'a', 'joke', 'people', 'can', 'not', 'be', 'this', 'naive']",26,0
What if someone steals it smh,"['what', 'if', 'someone', 'steals', 'it', 'smh']",6,0
Nice wheels  .  ,"['nice', 'wheels']",2,1
So cute I want one as a pet,"['so', 'cute', 'i', 'want', 'one', 'as', 'a', 'pet']",8,1
Wait can that thing deliver weed?,"['wait', 'can', 'that', 'thing', 'deliver', 'weed']",6,2
i see these in my area and someone following them what's the name of that job?,"['i', 'see', 'these', 'in', 'my', 'area', 'and', 'someone', 'following', 'them', 'what', ""'s"", 'the', 'name', 'of', 'that', 'job']",17,2
"I live in Seattle  .   For the past 10 years we have been dealing with an increase in homelessness, created by the cost of living, the lack of mental health/social services support, and government inaction  .   One side effect of this has been the increase in crime and vandalism in the downtown core  .   Scooter and bike rentals have suffered from theft and repurposed assets by the ""unhoused"", and I would anticipate these robots would be even more vulnerable to predation given the easy access to goods being delivered  .   I wish this were not the case, as this is a legitimate way to reduce traffic and automate mundane work  .  ","['i', 'live', 'in', 'seattle', 'for', 'the', 'past', 'years', 'we', 'have', 'been', 'dealing', 'with', 'an', 'increase', 'in', 'homelessness', 'created', 'by', 'the', 'cost', 'of', 'living', 'the', 'lack', 'of', 'mental', 'health/social', 'services', 'support', 'and', 'government', 'inaction', 'one', 'side', 'effect', 'of', 'this', 'has', 'been', 'the', 'increase', 'in', 'crime', 'and', 'vandalism', 'in', 'the', 'downtown', 'core', 'scooter', 'and', 'bike', 'rentals', 'have', 'suffered', 'from', 'theft', 'and', 'repurposed', 'assets', 'by', 'the', 'unhoused', 'and', 'i', 'would', 'anticipate', 'these', 'robots', 'would', 'be', 'even', 'more', 'vulnerable', 'to', 'predation', 'given', 'the', 'easy', 'access', 'to', 'goods', 'being', 'delivered', 'i', 'wish', 'this', 'were', 'not', 'the', 'case', 'as', 'this', 'is', 'a', 'legitimate', 'way', 'to', 'reduce', 'traffic', 'and', 'automate', 'mundane', 'work']",105,0
I love everyone saying this won't work because I literally live in a place where it's a thing AND WORKS,"['i', 'love', 'everyone', 'saying', 'this', 'will', 'not', 'work', 'because', 'i', 'literally', 'live', 'in', 'a', 'place', 'where', 'it', 'is', 'a', 'thing', 'and', 'works']",22,0
People will steal them,"['people', 'will', 'steal', 'them']",4,0
People saying this is cute lack oxygen supply to their brains like there isn't enough death traps on the road from pushbike riders and people just staring at their phone now we have to dodge giant metal boxes what spaz thought this was a good idea,"['people', 'saying', 'this', 'is', 'cute', 'lack', 'oxygen', 'supply', 'to', 'their', 'brains', 'like', 'there', 'is', 'not', 'enough', 'death', 'traps', 'on', 'the', 'road', 'from', 'pushbike', 'riders', 'and', 'people', 'just', 'staring', 'at', 'their', 'phone', 'now', 'we', 'have', 'to', 'dodge', 'giant', 'metal', 'boxes', 'what', 'spaz', 'thought', 'this', 'was', 'a', 'good', 'idea']",47,0
They are great for people who are unable to get out though  .  ,"['they', 'are', 'great', 'for', 'people', 'who', 'are', 'unable', 'to', 'get', 'out', 'though']",12,1
"Too many drivers cherry picking orders & claiming they’ll mess with orders, I’d rather more apps start using these even if it takes away some gigs  .   These aren’t jobs, they’re side income gigs, so hopefully more apps will start to look into this  .  ","['too', 'many', 'drivers', 'cherry', 'picking', 'orders', 'claiming', 'they', 'll', 'mess', 'with', 'orders', 'i', 'd', 'rather', 'more', 'apps', 'start', 'using', 'these', 'even', 'if', 'it', 'takes', 'away', 'some', 'gigs', 'these', 'aren', 't', 'jobs', 'they', 're', 'side', 'income', 'gigs', 'so', 'hopefully', 'more', 'apps', 'will', 'start', 'to', 'look', 'into', 'this']",46,0
do they work in ice and snow that we have on Canadian sidewalks and roads during the winter ?,"['do', 'they', 'work', 'in', 'ice', 'and', 'snow', 'that', 'we', 'have', 'on', 'canadian', 'sidewalks', 'and', 'roads', 'during', 'the', 'winter']",18,2
The homeless in America would have a new ice chest !,"['the', 'homeless', 'in', 'america', 'would', 'have', 'a', 'new', 'ice', 'chest']",10,0
"I can only imagine how many kids mess with those things, and people's food gets delivered late","['i', 'can', 'only', 'imagine', 'how', 'many', 'kids', 'mess', 'with', 'those', 'things', 'and', 'people', ""'s"", 'food', 'gets', 'delivered', 'late']",18,0
Terminator: Door Dash!,"['terminator', 'door', 'dash']",3,2
what if it rains,"['what', 'if', 'it', 'rains']",4,2
I have seen the Starship robots at George Mason University  .  ,"['i', 'have', 'seen', 'the', 'starship', 'robots', 'at', 'george', 'mason', 'university']",10,2
Maybe it calls an automated robot squad like in Robocop :),"['maybe', 'it', 'calls', 'an', 'automated', 'robot', 'squad', 'like', 'in', 'robocop']",10,2
Looking so cute you robot,"['looking', 'so', 'cute', 'you', 'robot']",5,1
Are they driven by AI or is there a person in a central control place controlling the little fellers? Or a mix?,"['are', 'they', 'driven', 'by', 'ai', 'or', 'is', 'there', 'a', 'person', 'in', 'a', 'central', 'control', 'place', 'controlling', 'the', 'little', 'fellers', 'or', 'a', 'mix']",22,2
"I am waiting for Wall-E to come out of the bushes and roll after it  .   ""Eeeeve-AHHHHH!""","['i', 'am', 'waiting', 'for', 'wall-e', 'to', 'come', 'out', 'of', 'the', 'bushes', 'and', 'roll', 'after', 'it', 'eeeeve-ahhhhh']",16,1
He is so cute I want to carry the stuff for him,"['he', 'is', 'so', 'cute', 'i', 'want', 'to', 'carry', 'the', 'stuff', 'for', 'him']",12,1
Its a copy-paste of Estonian Starship Robot  .   We have them on the Tallinn street over a year  .   Everybody can google it!,"['its', 'a', 'copy-paste', 'of', 'estonian', 'starship', 'robot', 'we', 'have', 'them', 'on', 'the', 'tallinn', 'street', 'over', 'a', 'year', 'everybody', 'can', 'google', 'it']",21,2
Its really sad that something like this could be not used all over the UK,"['its', 'really', 'sad', 'that', 'something', 'like', 'this', 'could', 'be', 'not', 'used', 'all', 'over', 'the', 'uk']",15,0
tracks are a lot of maintenance compared to wheels  .   Tracks can wear out way faster  .  ,"['tracks', 'are', 'a', 'lot', 'of', 'maintenance', 'compared', 'to', 'wheels', 'tracks', 'can', 'wear', 'out', 'way', 'faster']",15,2
Actually they do have rear indicators; the rear lights double as turn signals (saw it first hand)  .   Got at least three shops with them near me; no issues with them as to pavement jams  .   Now people blocking the way by walking astride for no reason  .   that's common,"['actually', 'they', 'do', 'have', 'rear', 'indicators', 'the', 'rear', 'lights', 'double', 'as', 'turn', 'signals', 'saw', 'it', 'first', 'hand', 'got', 'at', 'least', 'three', 'shops', 'with', 'them', 'near', 'me', 'no', 'issues', 'with', 'them', 'as', 'to', 'pavement', 'jams', 'now', 'people', 'blocking', 'the', 'way', 'by', 'walking', 'astride', 'for', 'no', 'reason', 'that', ""'s"", 'common']",48,2
THEY TOOK OUR JOBS!,"['they', 'took', 'our', 'jobs']",4,0
"help, that's me out of a job","['help', 'that', ""'s"", 'me', 'out', 'of', 'a', 'job']",8,0
He has his dog off leash  .   He’s an irresponsible dog owner who probably beats his dog,"['he', 'has', 'his', 'dog', 'off', 'leash', 'he', 's', 'an', 'irresponsible', 'dog', 'owner', 'who', 'probably', 'beats', 'his', 'dog']",17,1
They gonna steal the food out soon,"['they', 'going', 'to', 'steal', 'the', 'food', 'out', 'soon']",8,0
Well if they are solar powered or run on a hydrogen fuel cell they could last year's without a AC power outlet  .   I can tell you are in the box and not thinking outside of it   .   Now they might run on batteries but what about in the future  .   If we all thought like you we would still be using calculators instead of smart phones  .   Lol,"['well', 'if', 'they', 'are', 'solar', 'powered', 'or', 'run', 'on', 'a', 'hydrogen', 'fuel', 'cell', 'they', 'could', 'last', 'year', ""'s"", 'without', 'a', 'ac', 'power', 'outlet', 'i', 'can', 'tell', 'you', 'are', 'in', 'the', 'box', 'and', 'not', 'thinking', 'outside', 'of', 'it', 'now', 'they', 'might', 'run', 'on', 'batteries', 'but', 'what', 'about', 'in', 'the', 'future', 'if', 'we', 'all', 'thought', 'like', 'you', 'we', 'would', 'still', 'be', 'using', 'calculators', 'instead', 'of', 'smart', 'phones', 'lol']",66,2
"these are all high school teenagers now, doing their first summer jobs  .   wait for them to grow up in future  .  ","['these', 'are', 'all', 'high', 'school', 'teenagers', 'now', 'doing', 'their', 'first', 'summer', 'jobs', 'wait', 'for', 'them', 'to', 'grow', 'up', 'in', 'future']",20,1
"I remember a show on Netflix called ""Love, Death, Robots"" and one of the episodes there's robots just like this that tries to kill a innocent lady just because her sentient Roomba got pissed at her and her dog  .   We gonna die","['i', 'remember', 'a', 'show', 'on', 'netflix', 'called', 'love', 'death', 'robots', 'and', 'one', 'of', 'the', 'episodes', 'there', ""'s"", 'robots', 'just', 'like', 'this', 'that', 'tries', 'to', 'kill', 'a', 'innocent', 'lady', 'just', 'because', 'her', 'sentient', 'roomba', 'got', 'pissed', 'at', 'her', 'and', 'her', 'dog', 'we', 'going', 'to', 'die']",44,0
Bro I am getting one of those I mean seriously if you see one will get the van knock it over the head and sell that shit to daydA,"['bro', 'i', 'am', 'getting', 'one', 'of', 'those', 'i', 'mean', 'seriously', 'if', 'you', 'see', 'one', 'will', 'get', 'the', 'van', 'knock', 'it', 'over', 'the', 'head', 'and', 'sell', 'that', 'shit', 'to', 'dayda']",29,0
"Hope he pays for it, pretty sure this is very expensive","['hope', 'he', 'pays', 'for', 'it', 'pretty', 'sure', 'this', 'is', 'very', 'expensive']",11,1
How much cost in this Robotic service system all,"['how', 'much', 'cost', 'in', 'this', 'robotic', 'service', 'system', 'all']",9,2
We can only hope he recycles and comes back as an MPD Taser  .  ,"['we', 'can', 'only', 'hope', 'he', 'recycles', 'and', 'comes', 'back', 'as', 'an', 'mpd', 'taser']",13,2
"also, that would be an even better reason for these robots to exist  .   If food courier wasn’t a sustainable job, let robots do it instead  .  ","['also', 'that', 'would', 'be', 'an', 'even', 'better', 'reason', 'for', 'these', 'robots', 'to', 'exist', 'if', 'food', 'courier', 'wasn', 't', 'a', 'sustainable', 'job', 'let', 'robots', 'do', 'it', 'instead']",26,1
"Someone has video on TikTok they got stuck on snow ,, there was 6 then the trash men were kicking them out of the way haha   .  ","['someone', 'has', 'video', 'on', 'tiktok', 'they', 'got', 'stuck', 'on', 'snow', 'there', 'was', 'then', 'the', 'trash', 'men', 'were', 'kicking', 'them', 'out', 'of', 'the', 'way', 'haha']",24,0
This is Awesome,"['this', 'is', 'awesome']",3,1
Pointless? These machines just negate thousands of self employed drivers and harvest their income for big business  .   Far from pointless  .  ,"['pointless', 'these', 'machines', 'just', 'negate', 'thousands', 'of', 'self', 'employed', 'drivers', 'and', 'harvest', 'their', 'income', 'for', 'big', 'business', 'far', 'from', 'pointless']",20,0
"Yeah, that was so cute :D","['yeah', 'that', 'was', 'so', 'cute', 'd']",6,1
Make the perfect coffee table  .   Do they also vacuum?,"['make', 'the', 'perfect', 'coffee', 'table', 'do', 'they', 'also', 'vacuum']",9,2
"How much have companies, who use public infrastructure to pay the municipality? I don´t like the thought that Amazon and others use the sidewalk, which I paid for, for their business concept and when I jog, I always have to run around their drones  .   The sidewalk is for humans, not for some companies products  .  ","['how', 'much', 'have', 'companies', 'who', 'use', 'public', 'infrastructure', 'to', 'pay', 'the', 'municipality', 'i', 'don´t', 'like', 'the', 'thought', 'that', 'amazon', 'and', 'others', 'use', 'the', 'sidewalk', 'which', 'i', 'paid', 'for', 'for', 'their', 'business', 'concept', 'and', 'when', 'i', 'jog', 'i', 'always', 'have', 'to', 'run', 'around', 'their', 'drones', 'the', 'sidewalk', 'is', 'for', 'humans', 'not', 'for', 'some', 'companies', 'products']",54,0
Make sure you don't have those robots delivering food in Chicago  .   You will never see them again  .  ,"['make', 'sure', 'you', 'do', 'not', 'have', 'those', 'robots', 'delivering', 'food', 'in', 'chicago', 'you', 'will', 'never', 'see', 'them', 'again']",18,0
I love the robot Is So cute,"['i', 'love', 'the', 'robot', 'is', 'so', 'cute']",7,1
Waste of resources,"['waste', 'of', 'resources']",3,0
"Hi, That is a wonderful nice delivery it keeps warm to it gets to you  .   And if anyone touches it in anyway it's a criminal charges  .  ","['hi', 'that', 'is', 'a', 'wonderful', 'nice', 'delivery', 'it', 'keeps', 'warm', 'to', 'it', 'gets', 'to', 'you', 'and', 'if', 'anyone', 'touches', 'it', 'in', 'anyway', 'it', 'is', 'a', 'criminal', 'charges']",27,1
They’ve just rolled these out in my area and you know what I didn’t think of the visually impaired people who people in wheelchairs  .  ,"['they', 've', 'just', 'rolled', 'these', 'out', 'in', 'my', 'area', 'and', 'you', 'know', 'what', 'i', 'didn', 't', 'think', 'of', 'the', 'visually', 'impaired', 'people', 'who', 'people', 'in', 'wheelchairs']",26,2
Amazon don't do this  .   They are cute and stuff but we are gonna destroy them  .  ,"['amazon', 'do', 'not', 'do', 'this', 'they', 'are', 'cute', 'and', 'stuff', 'but', 'we', 'are', 'going', 'to', 'destroy', 'them']",17,0
Who the fuck didn't secure that shit?,"['who', 'the', 'fuck', 'did', 'not', 'secure', 'that', 'shit']",8,0
Excellent more job losses for those trying to earn a living!,"['excellent', 'more', 'job', 'losses', 'for', 'those', 'trying', 'to', 'earn', 'a', 'living']",11,0
Plot twist: its been sent by the criminal to destroy the evidence,"['plot', 'twist', 'its', 'been', 'sent', 'by', 'the', 'criminal', 'to', 'destroy', 'the', 'evidence']",12,0
I predict that they will be redesigned a few times fairly early on as people steal them and post how to quickly bypass its built-in security  .   I can imagine them being like cars stolen in the 1970s then found a block away but stripped  .  ,"['i', 'predict', 'that', 'they', 'will', 'be', 'redesigned', 'a', 'few', 'times', 'fairly', 'early', 'on', 'as', 'people', 'steal', 'them', 'and', 'post', 'how', 'to', 'quickly', 'bypass', 'its', 'built-in', 'security', 'i', 'can', 'imagine', 'them', 'being', 'like', 'cars', 'stolen', 'in', 'the', 'then', 'found', 'a', 'block', 'away', 'but', 'stripped']",43,0
